"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.15963592523951,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.90740961808857,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.24397786011013,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2020",-0.709409961771855,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.14531285658013,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.5844860681622,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.49072234289039,
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.07125256627633,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1961",3.82970695510005,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1962",1.3584017581352,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.43926861123213,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1964",7.86541889483057,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1965",1.92874138339953,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1966",1.10562344251957,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1967",0.216776415913807,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.18392064773721,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1969",9.97362077914678,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1970",1.70364910647329,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1971",2.66723628466629,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1972",6.59819267499367,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1973",8.31267688103864,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.21246741389464,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1975",-6.57137093287949,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1976",2.53433193085478,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.56977653698518,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1978",4.07497141773897,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.3456087426718,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1980",0.840882927073418,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.550950513724056,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.13129699873552,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.9890767914725,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.18693927535067,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.79170617611799,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1986",9.98393479407687,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.95097795008715,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1988",8.4632828391237,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1989",9.79806145649201,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1990",5.31993217861049,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1991",8.64419051938664,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.81965275949883,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.20064799511063,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.82092122772877,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1995",1.43220024473618,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.43215051916857,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.38506451809597,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1998",6.65601481631663,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1999",8.17645285394287,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2000",6.92597709528737,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.06467053166371,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.23492463233073,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.63574135546603,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.30561270823372,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.48252169013399,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.02786551516033,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2007",8.0789120841056,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.326564135176368,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.26891800055423,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.73473017464566,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.02893677663221,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.63293506384681,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.16271519215516,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.62195891146053,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.28231846780553,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.98901017787764,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.32597137309495,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.25373294777158,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.32771728452789,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2020",-0.778212413230101,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.09717903279915,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2022",1.57631903040397,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.809412782165405,
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.98892153396456,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1971",4.17170113688185,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1972",8.48742425217092,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1973",8.40932015651008,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1974",6.11108314840655,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1975",5.61044583878986,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1976",4.23948029709665,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.44238167108846,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1978",8.24941339308921,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1979",9.15520986507463,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1980",8.32401249818319,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1981",8.53891893583156,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1982",-0.521723195642786,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1983",-3.49387092792686,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.40594434678422,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.17301435744213,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1986",-3.11257330503142,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.73644480931654,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1988",1.26606386597189,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.13027569454726,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1990",5.16430956047146,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1991",4.19360045131103,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.56934408860448,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.9494932677056,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.94108069511867,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1995",-6.29123085243584,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.77325869512822,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.84685229331881,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1998",5.16392517210923,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.75355424308387,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.94245369418778,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2001",-0.404390111290973,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2002",-0.0398444853503283,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.44638269929317,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.92059080218171,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.30780706214878,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.49507789781456,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.29144572800143,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.14358458026459,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.28574415627133,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.1181181472677,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.66300792974599,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.64232266351465,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.35409199605905,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.84977324534136,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.29315153420885,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.63053242143127,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.11312911847442,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.1949947392644,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2019",-0.19904778576647,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2020",-7.98791233019114,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.72056528592075,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.06238019606534,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2023",2.61491740823855,
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.12901847342911,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1961",3.21941136706337,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1962",4.14606960913329,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.7107355564294,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1964",7.98206644045657,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.69182508787149,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1966",3.02010165768488,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1967",5.55370982857864,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1968",6.57029976464182,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.41980930382218,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1970",5.69647247729442,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1971",4.21923401023078,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.31124068084807,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.68843580407062,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.96533751697857,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.0901366228137568,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.11843216759593,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1977",2.31791911230562,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.48407983640226,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1979",1.8380453586749,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.6820020198917,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.513555202607142,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.28269420993303,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.75749299752515,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.11947530892469,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.65601890303768,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.12552730293472,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.85019697675273,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.98027294109897,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.47940240570129,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.17845677753883,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1991",2.45116185296748,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.58995316349603,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.26373894356259,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.00819547686602,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.25333458331918,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.28997367479726,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.50661490293271,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.55868738797298,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.92677560216565,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.28106939659274,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.33182744752355,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.21804379719235,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.212533071891914,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2004",1.76065185999216,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.05515533839934,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.61749353154862,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.76923771479455,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.17741572528017,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.67311521045862,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.30169632065018,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.53790134620911,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.03092936274132,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0832496095802932,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.43170766429647,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.9570995273827,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.14181383999212,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.00880837909652,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.31646619088673,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.90772701453442,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2020",-3.90067877516679,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.85797184314297,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.51926303426857,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.85355016193418,
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.41727419171538,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.78545822942643,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.11910795742519,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1973",7.80027858137795,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1974",5.99344001590294,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.73168292073017,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1976",0.92881226541131,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1977",-3.93633785061451,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1978",0.318068977746245,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.19180503540693,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.28428267191329,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.65466266770554,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.930118712519965,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.49217897417291,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.79300917789499,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.61466146148761,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1986",-3.60803946379169,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.0624800797502,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1988",1.62036319505399,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1989",1.50036954915004,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.03491589601689,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-2.26214178250646,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.00009217439395,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.8104038329911,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1994",6.94059871480069,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.1574049195144,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.75147549697865,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.00929762963186,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.792153076450452,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.65605701057337,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.97184758866969,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.40958230794369,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.12386360676235,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.44977202894241,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.54132983802571,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.42704125629737,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.53625195245428,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.87098168225107,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.402523311508318,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2009",0.375953590617869,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.06520212450516,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.76246030896571,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.64999173599251,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.20929778679886,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.29816688944052,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.11019044406139,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.10994171775056,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.05641633481466,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.15970105221709,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.19895518630413,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-1.06350537470458,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.98112117125795,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.15687415022867,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.03277772925799,
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.15972879674387,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1961",6.2746695332314,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.81361249511037,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.78537500192146,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.00884981967108,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.2851133153966,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1966",3.78629298304964,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1967",6.25625237993814,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1968",2.25985440475723,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1969",4.50446972171894,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1970",1.99870977642764,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.13068103651896,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.09311954806841,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.41330216495027,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.19211124361486,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1975",5.22782095663406,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.86308589300818,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1977",4.2674250442965,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.48776891741403,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1979",4.37255162520409,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.56432554780394,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.59827056956279,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.235275318378598,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.97309180000503,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.05244452155621,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1985",5.55332208849602,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.04211950400007,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.75346819240572,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.255128387005249,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1989",1.03825677540771,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.93231546775796,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.08447889381005,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.57434326405921,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.84525967683189,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.05523782119356,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.15567313908109,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.02791780740046,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.28452846772969,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.6687327251017,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.07207137890665,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.31891734485025,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.06716976987886,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.37754032905818,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.944896383142087,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.01463302194108,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.68510150553855,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.46148106028794,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.91403159997286,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.481886574678546,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.94032706514243,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.78701604078954,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.1056826018103,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.71796640651389,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.01616714425605,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.04817144334177,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.85729807862646,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.16476081590528,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.46371452756678,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2018",0.828922792934465,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.12374391731967,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2020",-1.27815144456182,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.8983699616504,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.27739036624292,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.45107112993675,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.48925552056463,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-7.01557881010021,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.514978625286,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1993",3.7383103154354,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.29280205383052,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1995",6.95185662166721,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.31203090220163,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.98660936003492,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.91577175968492,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.45028741452998,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.47323579652328,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.27789013994786,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.44462183602798,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.56716807264322,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.8263755144208,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.43876660548385,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.20515510346885,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.06893217515181,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.12544163800113,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2009",2.61174036115071,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.07372234348893,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2011",5.08316859852278,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.65609531528635,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.848472641058979,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.75827139548864,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.28957220389739,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.10902974596747,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2017",5.209350136405,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.86722400646579,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2019",4.38333308600139,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.03960637631419,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2021",6.79997846800828,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2022",5.4333794254493,
